Client_ID,Nom,Prenom,Type_Client,Statut_Client,Type_Compte,Age,Wilaya,Secteur_Activite,Type_Credit,Anciennete_Client_Ans,Revenu_Mensuel_DZD,Charges_Mensuelles_DZD,Montant_Credit_DZD,Echeance_Mensuelle_DZD,Duree_Credit_Mois,Taux_Interet_Pct,Utilisation_Credit_Pct,Historique_Paiement,Retards_30J,Retards_90J,Jours_Impayes,Decouvert_90J,Volatilite_Cashflow_Pct,Solde_Moyen_DZD,Garantie_Couverture_Pct
BNA000119,Mebarki,Ibrahim,PME,Actif,Compte entreprise,58,Blida,Commerce,Crédit d'exploitation,9.8,420700.0,249200.0,2156000.0,65600.0,36,6.03,87.5,0.13,0,0,15,1,20.1,-349700.0,118.4
BNA000120,Belaid,Adel,Particulier,Actif,Compte épargne,64,Biskra,Industrie,Crédit d'exploitation,2.9,210100.0,119200.0,1404000.0,123100.0,12,9.51,82.6,0.452,1,2,0,1,32.9,34100.0,59.9
BNA000121,Mebarki,Karim,Particulier,Actif,Compte entreprise,49,Blida,Agriculture,Crédit équipement,2.0,90800.0,30600.0,814000.0,11400.0,84,4.69,48.1,0.182,3,0,0,3,58.2,24800.0,79.7
BNA000122,Belkacem,Riad,Particulier,Actif,Compte professionnel,37,Annaba,Agriculture,Crédit d'exploitation,6.2,97200.0,54300.0,351000.0,8100.0,48,5.31,80.8,0.012,0,2,150,3,20.4,121100.0,123.4
BNA000123,Belaid,Anis,Professionnel,Actif,Compte courant,25,Annaba,Santé,Crédit d'investissement,10.8,474200.0,348200.0,3336000.0,62600.0,60,4.76,75.4,0.627,4,1,60,2,45.8,243500.0,36.6
BNA000124,Chibani,Ibrahim,Particulier,Actif,Compte courant,52,Laghouat,Pharmacie,Crédit d'investissement,3.4,78000.0,32400.0,404000.0,7400.0,60,3.63,84.2,0.603,2,4,90,0,41.4,86600.0,54.9
BNA000125,Mokhtar,Riad,Professionnel,Actif,Compte entreprise,32,Constantine,Pharmacie,Crédit d'exploitation,4.8,134900.0,41200.0,1019000.0,19500.0,60,5.67,22.1,0.873,0,0,0,1,13.0,147200.0,129.0
BNA000126,Chibani,Karim,Particulier,Actif,Compte courant,23,Djelfa,Pharmacie,Crédit équipement,6.6,91100.0,52900.0,843000.0,20000.0,48,6.64,76.4,0.238,1,6,90,1,55.4,15400.0,67.5
BNA000127,Saidi,Aymen,Particulier,Actif,Compte entreprise,37,Tlemcen,Agriculture,Crédit équipement,7.2,56100.0,33700.0,473000.0,8800.0,60,4.23,64.4,0.4,1,0,90,0,28.6,15900.0,78.1
BNA000128,Djelloul,Zakaria,Grande Entreprise,Actif,Compte courant,61,Béjaïa,Santé,Crédit d'exploitation,6.9,3493900.0,539800.0,23417000.0,563600.0,48,7.26,53.7,0.772,0,0,0,0,26.4,5688100.0,108.1
BNA000129,Khelifi,Imad,Particulier,Actif,Compte épargne,46,Laghouat,Santé,Crédit d'investissement,8.1,109800.0,82900.0,468000.0,9800.0,60,9.2,49.8,0.637,2,1,150,1,54.2,205700.0,66.5
BNA000130,Amrani,Farid,Particulier,Actif,Compte courant,51,Oran,Pharmacie,Crédit personnel,6.3,122300.0,55100.0,828000.0,19800.0,48,6.87,18.6,0.425,0,0,0,0,22.3,265900.0,127.7
BNA000131,Benali,Anis,Particulier,Actif,Compte courant,44,Sétif,Santé,Crédit d'exploitation,13.3,62400.0,20700.0,365000.0,7200.0,60,7.04,85.4,0.21,4,1,90,1,30.6,102500.0,88.8
BNA000132,Bensalem,Walid,Particulier,Inactif,Compte professionnel,31,Biskra,Services,Crédit d'exploitation,6.5,193100.0,101200.0,1716000.0,33900.0,60,6.86,75.6,0.149,1,0,30,0,47.8,271500.0,61.4
BNA000133,Belkacem,Nabil,Particulier,Actif,Compte courant,49,Batna,Services,Crédit personnel,11.7,131700.0,72900.0,2551000.0,220300.0,12,6.6,78.4,0.716,2,1,30,3,57.5,-42300.0,54.5
BNA000134,Ferhat,Imad,Particulier,Actif,Compte courant,48,Djelfa,BTPH,Crédit d'exploitation,12.8,59200.0,23400.0,349000.0,6700.0,60,6.01,89.5,0.863,1,2,180,2,27.3,91300.0,30.8
BNA000135,Djelloul,Farid,Professionnel,Actif,Compte courant,27,Alger,BTPH,Crédit équipement,1.1,172600.0,24600.0,771000.0,34900.0,24,8.1,51.6,0.655,0,0,0,0,19.5,518900.0,99.1
BNA000136,Benali,Aymen,PME,Actif,Compte courant,45,Tlemcen,Pharmacie,Crédit d'investissement,12.9,1508300.0,1014700.0,17214000.0,437900.0,48,10.16,49.2,0.56,3,0,60,0,57.8,-112100.0,7.4
BNA000137,Amrani,Walid,PME,Actif,Compte épargne,63,Blida,Commerce,Crédit personnel,1.1,838200.0,321000.0,6061000.0,127500.0,60,9.56,90.0,0.609,2,0,10,1,45.7,-885500.0,26.7
BNA000138,Hadji,Bilal,PME,Actif,Compte courant,40,Djelfa,Services,Crédit équipement,1.7,631000.0,437600.0,10154000.0,324600.0,36,9.36,87.0,0.116,2,0,0,1,37.8,218900.0,28.9
BNA000139,Zerrouki,Anis,Particulier,Actif,Compte courant,41,Laghouat,BTPH,Crédit d'exploitation,3.5,96400.0,22500.0,683000.0,20900.0,36,6.28,30.6,0.77,1,0,15,0,20.2,220300.0,8.8
BNA000140,Haddad,Karim,Particulier,Actif,Compte courant,60,Annaba,Industrie,Crédit d'exploitation,10.5,102500.0,60100.0,342000.0,7000.0,60,8.46,17.8,0.918,0,0,0,0,19.1,291900.0,91.1
BNA000141,Belaid,Walid,Professionnel,Actif,Compte épargne,30,Blida,Transport,Crédit immobilier,7.9,219900.0,106400.0,1265000.0,24100.0,60,5.38,58.3,0.856,1,3,150,3,68.2,228600.0,51.7
BNA000142,Larbi,Kamel,PME,Actif,Compte professionnel,24,Annaba,BTPH,Crédit équipement,4.4,661500.0,266000.0,3668000.0,93300.0,48,10.13,68.4,0.716,1,1,15,3,55.6,1238600.0,58.4
BNA000143,Bensalem,Nabil,PME,Actif,Compte épargne,49,Annaba,Pharmacie,Crédit d'exploitation,7.9,1221300.0,809700.0,13801000.0,218500.0,72,4.41,84.7,0.732,2,1,30,3,46.9,-339000.0,78.5
BNA000144,Haddad,Amine,Particulier,Actif,Compte professionnel,30,Laghouat,Pharmacie,Crédit d'exploitation,8.0,105800.0,78900.0,699000.0,31000.0,24,6.01,59.8,0.433,2,0,120,0,30.5,-10400.0,74.3
BNA000145,Mokhtar,Imad,Particulier,Actif,Compte entreprise,51,Sétif,Pharmacie,Crédit d'exploitation,14.8,93100.0,58500.0,401000.0,34400.0,12,5.56,88.8,0.262,1,1,30,1,57.5,38900.0,72.8
BNA000146,Belkacem,Nabil,Particulier,Actif,Compte courant,25,Djelfa,Services,Crédit d'exploitation,9.8,143400.0,41100.0,1683000.0,49100.0,36,3.27,64.8,0.491,1,1,120,3,36.4,153200.0,87.5
BNA000147,Ferhat,Nassim,PME,Actif,Compte épargne,33,Sétif,Pharmacie,Crédit personnel,5.0,656200.0,250800.0,4714000.0,91100.0,60,5.98,34.8,0.885,0,0,0,0,6.6,-251500.0,106.1
BNA000148,Djelloul,Amine,PME,Actif,Compte courant,55,Constantine,Pharmacie,Crédit personnel,9.9,537700.0,90500.0,5403000.0,243300.0,24,7.55,3.9,0.83,0,0,0,0,20.9,773200.0,79.1
BNA000149,Cherif,Amine,Particulier,Actif,Compte professionnel,49,Oran,Agriculture,Crédit d'exploitation,2.8,126600.0,22000.0,703000.0,13200.0,60,4.66,27.6,0.689,1,0,0,0,15.2,15100.0,78.9
BNA000150,Dahmani,Hichem,Grande Entreprise,Actif,Compte entreprise,41,Oran,Industrie,Crédit personnel,3.8,768100.0,143300.0,5124000.0,235100.0,24,9.42,29.0,0.71,0,0,10,1,35.7,1167300.0,80.2
BNA000151,Yahiaoui,Rachid,Particulier,Actif,Compte courant,48,Djelfa,BTPH,Crédit d'exploitation,9.9,35000.0,15000.0,311000.0,14100.0,24,8.08,51.9,0.814,0,0,5,0,14.6,-2100.0,124.4
BNA000152,Amrani,Nabil,Particulier,Actif,Compte entreprise,30,Constantine,Transport,Crédit équipement,4.1,67200.0,38600.0,552000.0,16800.0,36,6.15,84.1,0.391,0,0,5,1,63.6,11000.0,68.0
BNA000153,Belaid,Kamel,Particulier,Actif,Compte professionnel,23,Sétif,Pharmacie,Crédit équipement,17.4,114900.0,62900.0,411000.0,18700.0,24,8.52,48.2,0.54,3,2,30,1,24.3,-286300.0,103.4
BNA000154,Chibani,Oussama,Professionnel,Actif,Compte courant,27,Batna,Commerce,Crédit d'exploitation,2.8,251300.0,106800.0,3803000.0,111200.0,36,3.38,92.4,0.241,0,1,120,1,12.3,171300.0,87.3
BNA000155,Mokhtar,Farid,Professionnel,Actif,Compte courant,44,Djelfa,Pharmacie,Crédit immobilier,9.1,226900.0,164600.0,2421000.0,32300.0,84,3.29,79.8,0.236,2,2,10,4,50.9,-120800.0,102.7
BNA000156,Gacem,Tarek,Grande Entreprise,Inactif,Compte courant,60,Djelfa,Santé,Crédit d'exploitation,5.1,986700.0,601100.0,8822000.0,148600.0,72,6.58,91.3,0.374,5,0,15,1,54.8,708100.0,71.0
BNA000157,Gacem,Ibrahim,Particulier,Actif,Compte épargne,43,Blida,Transport,Crédit personnel,12.4,90900.0,63200.0,790000.0,35200.0,24,6.61,79.4,0.498,1,0,0,2,51.2,18700.0,81.9
BNA000158,Mebarki,Sofiane,Particulier,Actif,Compte courant,32,Annaba,Santé,Crédit personnel,10.7,66200.0,28400.0,280000.0,24000.0,12,5.03,71.8,0.425,0,0,30,1,19.5,80500.0,88.6
BNA000159,Cherif,Sofiane,Particulier,Actif,Compte courant,58,Constantine,Industrie,Crédit équipement,5.6,131200.0,87500.0,1012000.0,23300.0,48,5.06,59.7,0.759,2,0,150,1,31.1,243600.0,65.7
BNA000160,Dahmani,Sofiane,PME,Actif,Compte professionnel,43,Oran,Santé,Crédit immobilier,12.5,514600.0,379000.0,3266000.0,60700.0,60,4.35,80.1,0.412,3,0,120,2,60.1,111100.0,50.2
BNA000161,Mebarki,Farid,Particulier,Actif,Compte épargne,36,Alger,Transport,Crédit équipement,4.4,81800.0,42700.0,490000.0,9500.0,60,5.97,83.6,0.643,2,0,15,2,17.0,-37100.0,40.1
BNA000162,Slimani,Riad,Particulier,Actif,Compte courant,56,Biskra,Santé,Crédit équipement,4.8,77500.0,30600.0,1113000.0,27200.0,48,8.07,70.3,0.116,1,1,45,2,62.9,-38500.0,60.9
BNA000163,Khelifi,Aymen,Particulier,Actif,Compte entreprise,37,Blida,Commerce,Crédit immobilier,9.8,65100.0,19900.0,963000.0,21800.0,48,4.05,43.4,0.644,0,0,0,0,26.2,238800.0,100.6
BNA000164,Amrani,Yacine,Particulier,Actif,Compte épargne,43,Annaba,Agriculture,Crédit d'exploitation,5.9,86600.0,25200.0,717000.0,13000.0,60,3.34,19.3,0.582,1,1,0,0,20.3,252600.0,125.4
BNA000165,Belaid,Samir,Particulier,Actif,Compte courant,37,Djelfa,Industrie,Crédit immobilier,2.9,84800.0,46300.0,839000.0,71700.0,12,4.73,71.3,0.494,0,0,10,1,54.8,-45300.0,67.3
BNA000166,Touati,Farid,PME,Actif,Compte entreprise,63,Oran,Transport,Crédit personnel,15.7,838600.0,97700.0,3962000.0,122300.0,36,7.0,12.0,0.885,0,0,5,0,13.3,1744500.0,77.9
BNA000167,Gacem,Yacine,PME,Actif,Compte courant,28,Alger,Commerce,Crédit d'exploitation,11.5,830500.0,471200.0,10741000.0,253900.0,48,6.34,74.7,0.121,1,0,60,4,48.7,150700.0,41.9
BNA000168,Brahimi,Rachid,Particulier,Actif,Compte entreprise,32,Djelfa,BTPH,Crédit d'investissement,9.9,85200.0,20300.0,996000.0,22600.0,48,4.14,30.2,0.915,0,0,0,0,24.2,222100.0,109.2
BNA000169,Brahimi,Aymen,Grande Entreprise,Actif,Compte courant,49,Annaba,Pharmacie,Crédit personnel,12.1,2378700.0,309300.0,17028000.0,364000.0,60,10.26,32.6,0.782,1,0,0,1,16.8,3850100.0,93.3
BNA000170,Gacem,Ibrahim,Particulier,Actif,Compte professionnel,37,Oran,Commerce,Crédit immobilier,1.8,51600.0,28800.0,397000.0,6600.0,84,10.13,63.0,0.515,2,1,60,2,48.1,21500.0,36.3
BNA000171,Gacem,Riad,Particulier,Actif,Compte courant,57,Alger,Agriculture,Crédit immobilier,6.2,115100.0,67200.0,1493000.0,36400.0,48,7.96,54.5,0.679,0,0,30,0,29.7,-22300.0,31.7
BNA000172,Rahmani,Farid,Particulier,Inactif,Compte courant,36,Biskra,Services,Crédit équipement,7.2,115100.0,78600.0,770000.0,34500.0,24,7.07,75.2,0.251,3,0,120,1,46.6,-76800.0,89.3
BNA000173,Dahmani,Salim,Particulier,Actif,Compte courant,64,Blida,Services,Crédit personnel,7.4,148300.0,96100.0,445000.0,7000.0,84,8.07,92.9,0.706,2,2,5,0,26.6,-237000.0,31.2
BNA000174,Bensalem,Samir,PME,Actif,Compte professionnel,60,Constantine,Santé,Crédit d'investissement,7.2,262100.0,198400.0,2842000.0,59700.0,60,9.51,74.1,0.51,0,1,150,1,37.0,203400.0,81.3
BNA000175,Belkacem,Farid,Particulier,Inactif,Compte courant,31,Blida,Transport,Crédit d'investissement,6.9,129900.0,52100.0,779000.0,13500.0,72,7.49,70.9,0.603,1,2,10,2,26.9,251800.0,107.1
BNA000176,Benyahia,Imad,Particulier,Inactif,Compte courant,29,Tlemcen,Agriculture,Crédit équipement,2.3,60300.0,42200.0,559000.0,13800.0,48,8.59,98.4,0.298,2,1,30,2,8.6,20500.0,52.4
BNA000177,Hadji,Tarek,Particulier,Actif,Compte entreprise,32,Sétif,Agriculture,Crédit équipement,6.9,54900.0,36500.0,707000.0,12700.0,60,3.05,100.0,0.653,3,0,90,0,37.0,-30500.0,58.4
BNA000178,Mansouri,Nabil,PME,Actif,Compte courant,30,Djelfa,Services,Crédit d'investissement,4.8,589500.0,123000.0,4189000.0,63800.0,72,3.11,18.9,0.718,0,0,0,0,18.4,1329100.0,122.2
BNA000179,Khelifi,Aymen,PME,Actif,Compte courant,28,Blida,Transport,Crédit équipement,13.1,1827500.0,919900.0,5578000.0,114500.0,60,8.53,46.1,0.35,2,1,150,1,50.4,423500.0,79.8
BNA000180,Djelloul,Farid,Particulier,Actif,Compte courant,45,Djelfa,Pharmacie,Crédit immobilier,1.2,55200.0,15000.0,288000.0,4500.0,72,3.85,29.1,0.71,1,0,0,2,36.8,145200.0,116.7
BNA000181,Mebarki,Tarek,Particulier,Suspendu,Compte courant,25,Blida,Agriculture,Crédit d'investissement,7.4,101700.0,33900.0,911000.0,14000.0,72,3.4,70.9,0.505,2,3,60,2,48.1,-111000.0,41.0
BNA000182,Guediri,Salim,Professionnel,Actif,Compte courant,58,Oran,Services,Crédit personnel,7.4,476300.0,221300.0,4585000.0,135800.0,36,4.23,94.1,0.528,1,0,5,2,42.5,294300.0,35.4
BNA000183,Nouri,Rachid,Particulier,Actif,Compte courant,58,Tlemcen,Services,Crédit d'investissement,2.6,126800.0,26600.0,985000.0,19400.0,60,6.72,57.0,0.782,1,0,0,0,13.4,51400.0,50.9
BNA000184,Meziane,Amine,Particulier,Actif,Compte épargne,35,Batna,Transport,Crédit immobilier,6.8,98400.0,62300.0,619000.0,14600.0,48,6.26,79.4,0.231,0,0,60,3,70.2,220600.0,52.8
BNA000185,Belkacem,Kamel,PME,Actif,Compte courant,25,Djelfa,BTPH,Crédit d'investissement,7.8,756300.0,305800.0,11284000.0,332200.0,36,3.81,33.6,0.702,0,1,0,0,20.1,2641300.0,176.0
BNA000186,Hadji,Imad,PME,Actif,Compte épargne,62,Tlemcen,Santé,Crédit d'investissement,3.0,1055800.0,788600.0,5630000.0,93800.0,72,6.18,94.0,0.208,1,1,90,2,32.4,-285700.0,47.4
BNA000187,Saidi,Anis,Particulier,Actif,Compte entreprise,61,Oran,Services,Crédit d'exploitation,3.7,105900.0,77300.0,888000.0,22600.0,48,10.28,74.9,0.499,0,0,10,2,34.7,-48800.0,74.6
BNA000188,Mansouri,Abdelkader,PME,Actif,Compte épargne,35,Alger,Pharmacie,Crédit d'exploitation,4.8,1133300.0,427600.0,9147000.0,170700.0,60,4.53,49.6,0.209,0,0,0,0,25.1,2641800.0,45.9
BNA000189,Mansouri,Kamel,PME,Actif,Compte courant,39,Laghouat,Transport,Crédit d'exploitation,5.8,787900.0,350400.0,6742000.0,111200.0,84,9.81,95.1,0.615,1,1,60,3,49.2,-748600.0,24.6
BNA000190,Guediri,Karim,Particulier,Actif,Compte épargne,56,Oran,Industrie,Crédit personnel,8.4,50900.0,25300.0,935000.0,22200.0,48,6.47,38.3,0.621,1,1,90,2,37.8,23900.0,41.7
BNA000191,Slimani,Islam,Professionnel,Actif,Compte professionnel,58,Béjaïa,Services,Crédit d'exploitation,2.8,158100.0,43600.0,1145000.0,35000.0,36,6.39,36.7,0.75,0,0,0,1,16.1,163800.0,71.3
BNA000192,Boudiaf,Rachid,Particulier,Actif,Compte entreprise,54,Sétif,Commerce,Crédit d'investissement,11.5,71800.0,21000.0,701000.0,11000.0,72,4.26,87.9,0.222,2,1,30,3,42.2,84200.0,20.3
BNA000193,Gacem,Mourad,Particulier,Actif,Compte épargne,51,Blida,Commerce,Crédit d'investissement,5.0,128600.0,45400.0,1451000.0,28300.0,60,6.32,47.7,0.928,0,0,0,0,25.7,385400.0,105.7
BNA000194,Mansouri,Oussama,Professionnel,Actif,Compte professionnel,47,Oran,Industrie,Crédit d'investissement,7.9,143700.0,66000.0,1654000.0,38500.0,48,5.49,76.0,0.531,2,1,45,1,61.5,-86300.0,107.0
BNA000195,Yahiaoui,Ilyes,Particulier,Actif,Compte courant,31,Oran,Industrie,Crédit immobilier,3.4,96000.0,28800.0,555000.0,11000.0,60,7.06,65.1,0.577,3,0,90,2,56.7,69600.0,97.3
BNA000196,Ferhat,Rachid,Particulier,Actif,Compte entreprise,48,Constantine,Services,Crédit d'exploitation,8.1,98800.0,71800.0,329000.0,5000.0,72,3.03,72.9,0.613,0,0,90,4,24.3,-600.0,63.7
BNA000197,Meziane,Farid,Particulier,Inactif,Compte courant,23,Sétif,BTPH,Crédit immobilier,5.5,88300.0,45700.0,527000.0,10900.0,60,8.86,69.2,0.417,4,1,120,1,42.4,13000.0,22.7
BNA000198,Nouri,Zakaria,PME,Actif,Compte courant,56,Blida,Pharmacie,Crédit personnel,11.7,651700.0,383500.0,9643000.0,235100.0,48,7.92,91.4,0.382,2,0,60,3,42.4,-74700.0,49.6
BNA000199,Amrani,Walid,PME,Actif,Compte professionnel,35,Djelfa,Commerce,Crédit d'exploitation,3.9,164300.0,102800.0,645000.0,13300.0,60,8.56,59.3,0.447,0,0,15,4,57.6,284700.0,101.9
BNA000200,Zerrouki,Sofiane,Particulier,Actif,Compte courant,34,Batna,BTPH,Crédit d'exploitation,2.9,82400.0,55600.0,816000.0,20600.0,48,9.82,55.4,0.473,1,2,90,2,30.1,12100.0,62.4
BNA000201,Mokhtar,Kamel,Particulier,Inactif,Compte entreprise,41,Djelfa,Industrie,Crédit d'exploitation,9.3,92500.0,42100.0,1131000.0,35200.0,36,7.48,53.8,0.319,1,1,10,1,51.8,102400.0,89.9
BNA000202,Hadji,Ahmed,Grande Entreprise,Actif,Compte courant,37,Djelfa,BTPH,Crédit personnel,8.8,1143000.0,518700.0,10482000.0,457300.0,24,4.46,89.5,0.792,3,0,45,5,26.2,504700.0,76.6
BNA000203,Benyahia,Rachid,Particulier,Actif,Compte courant,65,Oran,Transport,Crédit d'exploitation,1.2,78300.0,33700.0,817000.0,36600.0,24,7.13,67.0,0.738,0,1,60,1,36.3,-116600.0,50.7
BNA000204,Djelloul,Walid,Particulier,Actif,Compte courant,56,Alger,Santé,Crédit d'exploitation,12.6,50400.0,22600.0,297000.0,7100.0,48,6.66,25.3,0.469,0,0,0,0,21.0,15000.0,163.7
BNA000205,Larbi,Oussama,Professionnel,Actif,Compte professionnel,26,Oran,Agriculture,Crédit d'exploitation,5.0,143700.0,51800.0,1446000.0,26600.0,72,9.75,16.1,0.661,0,0,0,1,11.3,616800.0,94.9
BNA000206,Nouri,Yacine,Particulier,Actif,Compte courant,47,Djelfa,Agriculture,Crédit immobilier,9.4,174800.0,28900.0,1133000.0,19600.0,72,7.6,7.0,0.991,0,0,0,0,32.1,96100.0,156.6
BNA000207,Chibani,Amine,PME,Actif,Compte épargne,64,Biskra,Transport,Crédit personnel,5.8,838600.0,571600.0,9223000.0,799500.0,12,7.34,74.7,0.081,0,0,45,0,35.6,632400.0,90.0
BNA000208,Larbi,Zakaria,Professionnel,Actif,Compte entreprise,26,Oran,Pharmacie,Crédit d'exploitation,3.4,123600.0,58700.0,1447000.0,20500.0,84,5.06,86.8,0.251,0,1,180,1,26.8,262000.0,15.7
BNA000209,Mansouri,Zakaria,Particulier,Actif,Compte courant,23,Annaba,Transport,Crédit d'exploitation,4.4,158700.0,54800.0,759000.0,34200.0,24,7.71,95.5,0.434,3,1,30,2,29.5,698800.0,102.2
BNA000210,Benali,Ilyes,Particulier,Actif,Compte professionnel,32,Blida,Industrie,Crédit d'investissement,16.3,75400.0,52100.0,432000.0,7600.0,72,8.31,78.2,0.588,0,1,90,1,41.7,51000.0,11.2
BNA000211,Djelloul,Anis,PME,Actif,Compte courant,29,Sétif,Industrie,Crédit d'exploitation,5.7,453300.0,277100.0,9610000.0,128700.0,84,3.4,24.8,0.637,4,2,90,5,20.7,-271700.0,76.6
BNA000212,Mebarki,Rachid,Particulier,Actif,Compte entreprise,57,Djelfa,Agriculture,Crédit immobilier,4.5,108200.0,42700.0,288000.0,6800.0,48,6.11,7.2,0.588,0,1,0,0,24.1,202600.0,60.2
BNA000213,Belkacem,Nassim,Particulier,Actif,Compte entreprise,38,Béjaïa,Commerce,Crédit d'exploitation,4.2,104800.0,51900.0,541000.0,15800.0,36,3.12,33.1,0.692,0,0,0,0,30.7,110800.0,113.9
BNA000214,Dahmani,Islam,Particulier,Actif,Compte courant,50,Sétif,BTPH,Crédit d'exploitation,7.5,227100.0,92100.0,3468000.0,65400.0,60,4.95,83.8,0.46,0,0,60,3,55.0,-243200.0,86.2
BNA000215,Nouri,Salim,PME,Inactif,Compte courant,26,Batna,Santé,Crédit d'exploitation,8.2,1715100.0,694100.0,19043000.0,352600.0,60,4.23,98.0,0.315,1,2,120,2,35.6,998000.0,85.9
BNA000216,Slimani,Amine,Grande Entreprise,Actif,Compte courant,26,Sétif,Pharmacie,Crédit équipement,10.8,635400.0,330100.0,3998000.0,61700.0,84,7.68,75.4,0.459,1,2,60,5,46.1,619000.0,50.2
BNA000217,Chibani,Nabil,Particulier,Actif,Compte courant,28,Sétif,Santé,Crédit d'exploitation,4.9,87200.0,30200.0,331000.0,6800.0,60,8.59,60.7,0.238,1,1,60,1,32.3,75300.0,109.7
BNA000218,Benali,Ibrahim,Particulier,Actif,Compte épargne,40,Biskra,Santé,Crédit d'exploitation,5.3,63800.0,16900.0,587000.0,10600.0,60,3.29,71.3,0.401,1,1,45,2,37.8,1800.0,64.2
BNA000219,Benali,Tarek,PME,Actif,Compte entreprise,64,Biskra,Services,Crédit d'exploitation,6.6,631000.0,370000.0,6235000.0,156700.0,48,9.53,70.9,0.6,1,1,120,4,34.0,214900.0,84.5
BNA000220,Yahiaoui,Youcef,PME,Actif,Compte courant,39,Annaba,BTPH,Crédit personnel,7.5,881800.0,274300.0,6394000.0,126300.0,60,6.89,35.9,0.805,0,0,0,0,33.3,2256400.0,71.2
BNA000221,Guediri,Abdelkader,Particulier,Actif,Compte épargne,23,Constantine,Services,Crédit immobilier,3.4,99900.0,42700.0,423000.0,8300.0,60,6.68,90.8,0.439,0,0,180,5,55.8,-75900.0,50.3
BNA000222,Dahmani,Samir,Particulier,Actif,Compte épargne,38,Sétif,BTPH,Crédit d'investissement,8.2,69200.0,27100.0,359000.0,7000.0,60,6.26,33.8,0.641,1,0,15,1,24.6,136400.0,122.0
BNA000223,Touati,Ahmed,Particulier,Actif,Compte épargne,56,Djelfa,Industrie,Crédit immobilier,11.0,57500.0,33800.0,485000.0,10200.0,60,9.62,67.7,0.274,2,1,45,2,62.8,84900.0,44.5
BNA000224,Mokhtar,Yacine,Particulier,Actif,Compte épargne,65,Biskra,Pharmacie,Crédit personnel,2.8,149200.0,86300.0,1875000.0,60700.0,36,10.17,69.4,0.585,1,2,90,0,44.7,94400.0,96.7
BNA000225,Gacem,Anis,Particulier,Actif,Compte épargne,27,Djelfa,Transport,Crédit équipement,3.9,169500.0,83500.0,777000.0,24000.0,36,7.11,80.4,0.746,0,1,45,0,55.3,154300.0,78.9
BNA000226,Cherif,Amine,Particulier,Actif,Compte épargne,60,Laghouat,Transport,Crédit personnel,14.1,77600.0,15000.0,532000.0,16800.0,36,8.47,59.6,0.628,1,0,0,1,19.7,185200.0,98.8
BNA000227,Guediri,Yacine,PME,Actif,Compte courant,26,Béjaïa,Commerce,Crédit d'exploitation,8.5,710900.0,460000.0,4487000.0,83900.0,60,4.63,66.6,0.243,2,3,90,3,62.3,535100.0,107.4
BNA000228,Chibani,Samir,PME,Actif,Compte épargne,27,Blida,Transport,Crédit personnel,7.9,853800.0,96000.0,3768000.0,58200.0,72,3.53,51.9,0.858,0,0,0,0,18.7,2528100.0,90.2
BNA000229,Rahmani,Amine,Particulier,Actif,Compte courant,33,Blida,BTPH,Crédit équipement,10.4,106700.0,83800.0,567000.0,17400.0,36,6.75,66.7,0.581,0,0,90,0,34.4,110500.0,56.5
BNA000230,Yahiaoui,Samir,Particulier,Actif,Compte entreprise,56,Oran,Agriculture,Crédit d'exploitation,9.2,81800.0,50600.0,1280000.0,18200.0,84,5.15,74.8,0.543,2,3,90,2,46.1,27000.0,81.8
BNA000231,Djelloul,Nabil,Particulier,Actif,Compte entreprise,56,Batna,Santé,Crédit d'exploitation,4.5,86600.0,26100.0,746000.0,24100.0,36,10.21,8.8,0.506,0,0,0,0,20.1,99200.0,126.5
BNA000232,Mansouri,Amine,Particulier,Actif,Compte professionnel,31,Alger,Industrie,Crédit personnel,13.2,46200.0,31500.0,459000.0,6300.0,84,3.98,64.4,0.147,0,2,30,2,24.4,-700.0,73.4
BNA000233,Mebarki,Ahmed,PME,Actif,Compte professionnel,25,Constantine,Santé,Crédit équipement,19.8,547200.0,290200.0,4014000.0,92700.0,48,5.14,78.7,0.242,2,2,10,3,45.8,425900.0,74.7
BNA000234,Yahiaoui,Salim,Particulier,Suspendu,Compte entreprise,26,Oran,Commerce,Crédit équipement,6.1,80000.0,37000.0,613000.0,27100.0,24,5.74,100.0,0.35,1,0,90,0,34.6,24700.0,80.1
BNA000235,Bensalem,Bilal,Professionnel,Actif,Compte courant,35,Laghouat,Industrie,Crédit d'exploitation,5.8,327500.0,124800.0,3346000.0,144400.0,24,3.41,75.5,0.639,5,0,45,3,51.0,725600.0,72.0
BNA000236,Belkacem,Amine,Particulier,Actif,Compte courant,56,Sétif,Services,Crédit d'exploitation,11.3,176100.0,100700.0,2677000.0,54500.0,60,8.14,82.2,0.149,3,0,120,1,30.8,609800.0,106.4
BNA000237,Dahmani,Ilyes,Particulier,Actif,Compte épargne,65,Laghouat,Commerce,Crédit personnel,9.5,105900.0,80900.0,496000.0,10500.0,60,9.75,75.0,0.3,4,1,180,1,35.6,49500.0,83.4
BNA000238,Hadji,Aymen,Particulier,Actif,Compte courant,28,Djelfa,Services,Crédit personnel,8.2,92900.0,43200.0,889000.0,16400.0,72,9.89,68.6,0.366,2,3,45,2,51.3,4300.0,54.0
BNA000239,Bensalem,Aymen,Particulier,Actif,Compte courant,29,Batna,Industrie,Crédit équipement,2.5,43600.0,32300.0,219000.0,6900.0,36,8.26,65.6,0.259,1,2,30,5,49.8,-58400.0,75.1
